amount0In,amount0Out,amount1In,amount1Out,amountUSD,id,pair,sender,timestamp,to
0,1981.327888,1982.5,0,1983.736265662487027554229883830876,0x140e1d8bfe7398f6574f73276e511301f7678ad06b55488fe1a3cf641a17779c-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x11111112542d85b3ef69ae05771c2dccff4faa26,1618687770,0xd18748b9839b0081a867a1a871d5b562b2ec9884
1060.249845,0,0,1054.523539,1057.215331671189833124743076403161,0x142a893fae086a75e8a2b50494e6971a8188a3a2977a05ec6bac55a600408ac4-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618693595,0xf7421bded9e7eb82aac1206f9b44aacd60274972
4000,0,0,3991.394703,3993.04615048199508347085636291243,0x15c4d8165d39559a8b7f5d18162e23ff7e2d17e9452fd99760b7e31f6de0990c-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618647415,0xc040c7e5ba06e3f1ab5d1f45cc57ad3f997cd0a4
501,0,0,499.034247,500.1249595243825303079742293163205,0x15d06490ca9678d272b3859dc1c213e01dc7d3ffda011497c7039f0b269ab142-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618631497,0xcd14fc2f9af26a420a25f81a450ac0f2509335b8
10718,0,0,10736.092863,10728.37695096829395455050842146298,0x161a511fac30b316c5add10f19d0f0617336227e4c63394f0e9a7c1e62113505-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618698708,0x6dedc3ab8735a600f9a4cbf63028b29be16f9ba0
674.981828,0,0,673.58161,674.3775318179451687367995499517775,0x166f0c4baff5b9e8e6f707a1418c865977e79e2ad5628056f82692c1b45c1c04-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618685796,0x9f283c108bb15cd2c86c39bf4931cff6b3fbfdca
1000,0,0,995.133507,998.28768890494208840418553278848,0x16c3896a12ff21af5562a2a7dfa0aecf750bc993b3fc8ecad1b402a942a42689-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618688137,0x97f7a5b27b03edf825fa948f10237d8e35765b91
0,1821.17724,1830.722937,0,1825.76208163256442332243156506778,0x16daa6edecef7efdd4fccb242516977d8018220107efc9a3f1549ff9dafd284f-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618648596,0x9623a7dfb605f693c9725278cf78bd2f53f0d407
0,13966.429248,14000,0,13988.8949661253719925770527828136,0x17ba0bc4ed27d9268a40e0d5f7ae7ae060053e8951d796707ee8fbac559ef835-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618645741,0x71abba53768a3d8fab89ff22aba855d36aaf0147
4990.236462,0,0,5000,4996.99858537340195807899635630528,0x17db7d86d57ab9e6b0a980c8884b79969cdde3fd824229bb247be218037590ca-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618657134,0xfdea75ba02d3010e0353c53db4730ebb762131c0
7270.458764,0,0,7238.323191,7253.03107525939295111219875744088,0x1868d592b3f120c38c21357d8cf93078aed5c556c299bbb5a4427efea29a95fa-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618623983,0x97a2612b9e766e72e54ccbc2567d119376c35ce3
0,6977.965899,7000,0,6989.85483893545734083332499410941,0x1884f0e5be28422d5003369e56ca90032e5b79114ca88260335ddcbd2c3a3ae5-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618701477,0x210a0c4b4d55a87b7eb98bb2205dd53b77033bec
166.730834,0,0,167.058211,166.8565709354066128201722841940399,0x189d9157f3437e3b8c5fe9b7e44fa2ca7eb1871c1113aa491b722c6b11e459d0-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618698385,0x5ac13261c181a9c3938bfe1b649e65d10f98566b
0,5070.961053,5100,0,5085.49284530435596856941438475397,0x1927f2971376bb58cf603e84625833f32b91dc250fa5809d0741e08f19af6f61-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618658054,0x5e5f4bd175db70f437397b497e23638d445c9313
0,10.124961,10.106243,0,10.11739252920678399437081381239678,0x1c712b18c479245810c8dea74b4ed3c925f20a19c4c3cc1235d938ec310aaead-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618690194,0x1221fc2991d44a36592be21b855c83dbd8d9d9db
4768.505217,0,0,4777.141095,4774.001635137172264085295887217464,0x1c92f58ac6b236327b430aefc2bbaa53d8e6d3269550600d93a30767a24348fb-2,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618682668,0x3c9fe534162e9628fe0ba8432e8b917356550224
0,1477.421858,1483,0,1480.638681167588905616576866685574,0x1d16cf07bd882548160c980f2802f4b3ec330846481c379aec23b0388ea11d3f-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618641573,0x51bf9908dac4a283d017edc071d954ec3a4b1376
0,39899.323728,40000,0,39936.09933067848037018501657512961,0x1dd077149a08ecd64cc2fc40e8022d54dc46c5e3f68495c389e5eb5f512eda31-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618634594,0x9f071bf429cb9e9ca10abfba7a793d387c388028
1705.412348,0,0,1706.591141,1705.788750128405934885308705053309,0x1ee1064c05e5ed22b700c656e55a21e2b75f4e3d3502739daa9c844f95e91238-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0xdef1c0ded9bec7f1a1670819833240f027b25eff,1618699458,0xfc93c3010ea5668c1b6900a9fe87168b63dec145
2494.984934,0,0,2500,2498.09505676014817036161236979103,0x1f51d701f2c4699d7520bf12c1f3ee812cc729744c5e572c172abc0023ffed8d-2,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618682633,0x41db9ef9c3ede6cba773e77dcdbda3e3913a7e3b
4629.506696,0,0,4621,4625.093844796314240694703000200175,0x1f7f31f102d960b3781ffd99b6820a032b561723a888ffbb40c0cf5c92a1c9ee-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618699965,0x7a7892b3ef64abede8348684ba57a37fd7edc0d9
0,1307.680704,1316.65322,0,1312.67412799515078644348310866171,0x1fcd0c5397919655123ea5692e19853ca749f6dedfb2696b38b0607084ef512f-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618655709,0x02897bc94bd48c72ceaabe82179d39ce64356ee0
883.097038,0,0,879.411293,881.0887865088572552663359137544755,0x2012933fa606f067090cb6293a4347be9f329ac231343682932d67525448d8c2-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618623983,0x1cd926f3e12f7b6c2833fbe7277ac53d529a794e
0,497.951415,500,0,499.1564370880011510606902039112189,0x2071a486eba9ea2fee5b3a36a0098aca421bb4ec047e65fd54f7ba49f8e37994-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618684367,0x776aa49b2910b5062b1c230039507d6cfa754b0e
0,7456.644798,7482.489528,0,7471.66193061815184351727406733113,0x213994a8612e3fc7784fd0bfae0bd187223239f55b807b297d51e350b8ee0ca4-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618661309,0x129e81dad8cfaeecee130309b39b5f22215062ed
0,3449.478578,3446.948526,0,3451.182584147651258578553207487671,0x220e5bbccf586f2ebf0517e30c78721c08cb48b09080622093a6c148a86f8a25-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x62532974f5b669a0b0a268b9ed26cd462f25f34b,1618636853,0x62532974f5b669a0b0a268b9ed26cd462f25f34b
0,2986.951167,2990,0,2985.955485372134468489567391063359,0x224cdc2e811bf2eb15bc036d8d2154d423c64df77f53cafff6649ce9636b0dfe-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618618925,0x81a9a3f16aabda000fc9225f67256fd48841e425
13375.790117,0,0,13345.52209,13355.41161907036677410792748630004,0x2307f4fa0646340b07ed1a0950a29925609c508febd7998ff6850d202ef7239c-2,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618681187,0x0c904bf30f05732c16e1886e2e2613e8ca778585
0,5929.493605,5960,0,5945.56897418966030285114794058778,0x2360092ee2907f978f2b1e1d733b0cc06557ca40482da43a6d0060231579b2ae-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618680586,0x667d91e306a9805a13258dc3b44b301cf8d6ad6b
46523.01178,0,0,46562.332464,46539.63005134200690545620089924335,0x2432d89c067cb90c97bb1a0401935cd828dc39c5cfc31420d39304fefd991d81-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x5af7f71c7747fb0eceb2eef115c3fa34dd4998d3,1618619669,0x5af7f71c7747fb0eceb2eef115c3fa34dd4998d3
5570,0,0,5555.419722,5563.99341547891051124095740655602,0x24464da0dd88bedd5945844f00715dcb2f72f7429c661ab52b7a373a621e424d-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618700802,0x915924eb465980a2172ae5e74933e2bb30840e65
0,19280.089481,19348.254156,0,19315.87670582896769737046484074224,0x2499da95903e65c7eeaaf5ada25ac3c3c5adc38d27943e73d655baad65fdf5f4-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618638745,0x85673c92f0f27a9c4d8c221f6bfefa33b716338a
0,20774.690227,20810.937006,0,20788.13286120338901140392070830015,0x253d164548a87bcd4448639ca266c823b79b0b4ce31409117bad5f9eb6229245-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618619185,0xdfa42ba0130425b21a1568507b084cc246fb0c8f
0,3379.21984,3383.204607,0,3380.973751043973654944928393775605,0x25659b31a89d013e9b91d92abba1a0dede6b1dd2129dba81ec3392a69341d0cd-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618691608,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
0,2726.851088,2727.24,0,2726.608780458805468697233579301719,0x25a1b1acd88a01cf6e05d76045f5572aad7f8c7a3fed0b3ba26cee01d7d5473d-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618692876,0xb99c23a9a444ebeb0ce4a67f27dab8d4826b1108
0,572.44119,571,0,571.8497493146374288106437284368155,0x2634b3bfca9379046b7f4a4576273f6be048abeacc10b0d1c4d733ea14a3360b-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618689544,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
0,8340.584108,8364.1675,0,8354.309318230318296923309157068345,0x2648fb2efe73b495f18bee7e5fa946cd64129990d8f08f78e59b320af03ad3f1-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0xdef1c0ded9bec7f1a1670819833240f027b25eff,1618642870,0xb43542e6b7c209f7da4b579792f67a1844546ce8
361.159904,0,0,359.814252,360.4398419174947161457857726134062,0x2716faee81419df06492875397758c8101c5f46f5551fc570de8ca502a92e1e9-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618662275,0xa0a06ee0418629a73fbfebc355e48d345f5f60ef
5666.334829,0,0,5656.78484,5663.40894506989276815087112744872,0x2749bb0615488e9e5b11067fb7cb6c1e3ce0ff65387f4bbba5b13afc678f15bf-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0xb3c9669a5706477a2b237d98edb9b57678926f04,1618668996,0xb3c9669a5706477a2b237d98edb9b57678926f04
0,19664.995105,19743.24701,0,19705.72660698097835635619558465124,0x275a279a70313b9123cc28475937dd951dfbc60512658474a8fac12afe680ce2-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618668605,0x85673c92f0f27a9c4d8c221f6bfefa33b716338a
531.523039,0,0,528.959027,530.3115785349428166680829441434125,0x27aff5112737a4a4ea68be1e6aa2721ecc85606a09ddce2bf68206c8afa61205-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618633870,0x8faacd458852adeadc1885b09e9abe9a69bb22b6
0,14981.743036,15000,0,14992.21945028989756368362751698357,0x27ba91e5bc322ceb75e5f142b389266a26df8153fdd40a84e5035e1d6b51e433-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618694142,0x61650b6628197aa1f2375f334eefb187ed1984d1
2581.392967,0,0,2578.098609,2579.924380584553758673044034654471,0x27ed566b09f046f0d58770c763b46fd43e71f02a68b3025f85b9be97d58f385b-2,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618658328,0x77fc2fadf9743062ca44545a947c9c679f38a0c2
1655.732379,0,0,1652.777,1653.951318161043128480312498333424,0x27fef8b287711ed19f9c0100e3ed0be14220e028ff43b0531a1cb842507dbe4e-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618666863,0xd683b78e988ba4bdb9fa0e2012c4c36b7cc96aad
15000,0,0,14916.812164,14959.83511970876224515793029576604,0x280587d3e5aeead423bb4d90ac519760338d8d0aa3ff3736dc2d0e8f08b96a37-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618688851,0x2dc9d00da9542f91d5391be53ed1d58a04ec1c07
235.273991,0,0,234.607851,235.019070729880297199092729719647,0x28f5b858f521130cd8df64af481e28b540f238a23444f2e40a35d2486fe33a10-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618661156,0x120d152d503da8e462b78c3fb7a14a64993b002b
2106.639586,0,0,2099.493031,2102.902712232195968634245983730943,0x291fbfe3763edc3a769c32d15594cc26a87b7278ea4863de28eb263418a83860-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618677341,0x9c65214c6745ddec6628d5170433e3a7f7985cb5
0,6790.329148,6825.506123,0,6803.711041117499770220877772144335,0x2974f4486b1d3c610b0fe88fa7e9016e02129650322fdb232d35dffb77d1bc96-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0xdef1c0ded9bec7f1a1670819833240f027b25eff,1618647619,0x720f91ee249b84fb66a82d40736dcdaadc87bb36
0,16729.671398,16766.400674,0,16751.46853836670095503687049295386,0x29cb324a6036a129990c57574154b4a638084d240c04f8a8d6d5f3d08c0423f4-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618621539,0x85673c92f0f27a9c4d8c221f6bfefa33b716338a
0,1557.393359,1559.416256,0,1559.371369281398691233948859004843,0x29fff8763af08155f7671a49a4b94b71994a6e95b0e242d2164cd26393fd1b2d-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618637222,0xedf1fa564a91a5664f172470c47450af17724757
30,0,0,29.990186,29.97263998390338985466145337752497,0x2a1cfa74d1894dfdf2718ad2d7e8317ab03c5c9ae7df9b50a82c37559434e1b3-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618664595,0x773dd321873fe70553acc295b1b49a104d968cc8
568.77189,0,0,567.922064,568.271956472292151807090356938366,0x2a1eab5160cab66bd46455069cb079ff73808b29de708f0c7e51c8f2bde2e5a0-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618641878,0xe3bc572abb3d009e4e23415fa9161d3f28e35452
1300,0,0,1300.791294,1300.291055089393242333278556668213,0x2a7820a318223b23452e140edb7055682dd7f1ee8bc3c46bdd8eae64f55dfd03-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618699472,0x30bc7e9f749b6d8edd314b9ed9ac702de11c2085
6026.040992,0,0,6000,6014.48807375630882496733945783027,0x2b59b7f0ebdd6d5d086915ccb9be7ccd8f672b39a5332b796d31d174cede9467-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618645129,0x39f4e25e378f3e7aaee1999c39f1df4b5d08ec9f
4440.537628,0,0,4443.529252,4443.511997832813899268257447323076,0x2bcfd67f92dcfd3154684949d074713be03c0f93d346a10979b17f7a56edb7cf-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618655252,0xd6ae43e2446cc17378926291f5197a1e87d772dd
0,49761.839726,50000,0,49886.17181119847277997149011121207,0x2cae648248d2f0ec6c053c8aa8df874016bffeb6fbabc5dd7e850e4543849023-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618653491,0xb663b021c6bd9d6743ee2ef179ac53bb52716399
1515.622462,0,0,1513.969455,1514.494032205691384268849199460343,0x2cb0378cef1a53346ed0c3c2c0b416e7750e88c60e74e9293a42e897d3feeac7-2,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618680210,0xf06371cfecd87065ec3aaf792252fe02305f0cb2
2533.481183,0,0,2529.021005,2531.925390451395257942202433008527,0x2cb43efe6bb764e0fe1ecd5f9ba8b8bfbd41a495ed3e06780d23b9900b25c946-2,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618639437,0xc54de55994695837d103c557a3af27de7a03427b
0,2988.571723,3000.827891,0,2992.409460386861356580205791349721,0x2cbb25430e5aa1bab8178a6d838500f7eb1df2716d229d4d487c39cea4dc29b5-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618663886,0x2ef0782745b9890c2d1047cbd33be98e22ec35a2
0,19411.403651,19465.45943,0,19436.13304738792244857024387699606,0x2ce4ce7df84e75e01f1b8835786eddafb99ab63a3c5feca74dedd76d9d5a3cb6-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618668466,0x85673c92f0f27a9c4d8c221f6bfefa33b716338a
523.993868,0,0,521.449457,522.7777219348069585315468183712125,0x2d20b60c786bddaf8ace64c817f55e329616f7508790232a82dcd03ab584e94f-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618633931,0xdc43e671428b4e7b7848ea92cd8691ac1b80903c
13742.566942,0,0,13680.908161,13714.20764116744691286783661892535,0x2e004392c499f2cea0438c6c3ac61e84db0389fb8cafba0510b04150c41d70ca-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618631907,0x87b6537ede045d1e9e083911c725b98b4e9a868d
10407.659933,0,0,10394.579429,10398.55995864416595420556287985131,0x2e38bf8a495cf2bc527f32f3a7ccf7f41055f399f303ec40c9379a57c5dfbe05-2,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618679594,0xf06371cfecd87065ec3aaf792252fe02305f0cb2
10157.120094,0,0,10100,10137.25213651247901799898679371502,0x2e6923efa75b9e6df003076b6997cd44bb3d76ef1537bbfe14ba14721b7f13dc-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618687787,0xb410d2a8b78fda835a3f7ad79c6cf6422dbb8406
15094.956228,0,0,15088.635524,15093.18295147357376679096998820353,0x2ee78d0e0aa5e9e83595d31f22465626a7188f5629aedb671e41266a24f2d8f7-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0xcdd9ef12f316d0a06ca1a50b0d1101294abc6710,1618683021,0x74c99f3f5331676f6aec2756e1f39b4fc029a83e
5748.292844,0,0,5735.028061,5739.956434572006093244629373213005,0x2f284a113a768cc02bcbc0796ab525e9050e878cc692693188565916a17dca24-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618676006,0x3706f5754d41efaed8e70d49826f035fa1b0c328
103897.925193,0,0,104204.530657,104085.6898002200483924324239521293,0x2fb7bcc3f6c990cf970907d95d4874dec37dcf4c6887c4df642cc653b125065c-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x5af7f71c7747fb0eceb2eef115c3fa34dd4998d3,1618619849,0x5af7f71c7747fb0eceb2eef115c3fa34dd4998d3
459.723922,0,0,458.776756,458.9756500424789474862303378639725,0x304de0868edb0d6b1cce0cc09eb108e816ff7b828fcd6a3da2e8600e1dd97c07-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618679697,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852
0,4975.912113,5000,0,4985.976686581461384964075487652199,0x30aeb3ab2f02ad71f34cee7040b036e7e74530f43b448ca7b380dcd0a5c687c4-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618666428,0x803fc05552868c40336482dfdda36c2e13e6d5d6
0,25275.727795,25000,0,25139.70595658572673890972276663349,0x3101dd6f38b611270b629c705e4e543cb1f24ea889a41149c0fc92f97151cedd-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x9799b475dec92bd99bbdd943013325c36157f383,1618686141,0xc6093fd9cc143f9f058938868b2df2daf9a91d28
0,18751.611575,18779.996045,0,18771.51997827580762250505251047032,0x316cf05481ec346cc63741a71e645abdccbe74436dcd03c6a23eb3bf2ff41bbd-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618696651,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
0,3655.902211,3665.0323,0,3660.244091520610957845622200023479,0x31a7c0049c191f475ebdba5c5437526b2238411aadab61112639ee5b21290a8e-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618660847,0xd30eb4f27acac4d903a92a12a29f3fe758a6849c
2005,0,0,2000.233832,2002.753902825864688506983711546164,0x31af13964cdbad1601eadb2e02c239dbacce54cd6c04a8755ee57e008a1b9512-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618686131,0x244d1a181b6fa17b807d5aeca1053c4b26e8fecd
0,5752.670159,5777.77918,0,5766.635301095728898455807355326935,0x32346167bdc5a77ae11656a7fc76bb97f1f33cff39a27fb6fbb6c8712112173a-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618641680,0x5152ab5a035ee0bc43b4d6ecba900ccd08ea6799
0,4116.077889,4148.311012,0,4132.087343613739884058941766126477,0x32ddc49f62a64fda644e9c5e7d0094cb433fab77f6a391468ffb963c2f0d8a70-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618682733,0x8addabf339c54aa0c6e8adb41c2cb2f1d68451f5
0,4235.675464,4253.479256,0,4244.393064612826927789462182790568,0x33b37d15d354218b17dac33e84a2de1f52ae343869943b6fb6ef9edd752bbcbf-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618639244,0xa9d05e00d2ad7b651d35ca23eacba828ef63f772
5000,0,0,4985.468271,4994.136345666204811857480741845724,0x345fa582e39e54617aabf0321d0dc1b0b7d89332d217a7b046fceb8d0ba85a9a-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618701295,0x4dfcb1482878ededccd6cc19f9d043cdd56ffd06
0,19961.656115,20055.922475,0,20016.35524750804071248677954208202,0x3461f25a8c3ea937fd9ec805093bca6872f83cd2868e1a8fff321e96a1df9a7e-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618669097,0x85673c92f0f27a9c4d8c221f6bfefa33b716338a
