amount0In,amount0Out,amount1In,amount1Out,amountUSD,id,pair,sender,timestamp,to
1542.009593,0,0,1534.367828,1538.762167518486330734621788199517,0x35229299cea9fb5413cd0270ea663b2655d091ff16bf5053d4b5ecf0c8a68855-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618696509,0x4028d5a3528b967f344dec2a1ef020d6f6303cfa
0,2552.782837,2557.688647,0,2555.861889790755229747889282154969,0x3584627d7a94ac9244722224d7a326948b83eba84fb74669d5c35fb7b209f1c1-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618694813,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
99.188122,0,0,99.401569,99.3123748435223366279738489221168,0x362918b3197abcd41c9bd87ba3c7842fa1635e463bb6fcf1fb592dab2066f5f4-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x043957f7554275b90c5178872fae851dcfc1089d,1618654262,0x9b64c81ba54ea51e1f6b7fefb3cff8aa6f1e2a09
1000,0,0,994.695396,997.777052062863596863787751821511,0x3682b2af232b81ea7cfdaf491902f4266398ac5780bb06e97b8ca7ed84dbc3fc-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618687173,0x97f7a5b27b03edf825fa948f10237d8e35765b91
5257.474961,0,0,5265.714799,5262.752225006710337330968664964085,0x36bfbde75adf06e50cc7ffb83dc9802b06a9a9822ff208235756bf95c9843567-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618682173,0xef243aa4f940e72eb1d7ebab724672d88b4f18ed
0,20062.110146,20134.675944,0,20099.77506150365361102696745429816,0x37b9a644385ff9b6b705f0b1a45575b314e462619c8afffeb1cb2661aae4ad4c-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618641230,0x85673c92f0f27a9c4d8c221f6bfefa33b716338a
6996.067093,0,0,7004.683853,7002.332089837980428022751426671615,0x38e0c93ff0ca95eea395050affd43f66677879c8404b536bb95da4c3f0483e66-2,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618682299,0xbd49ccaace0a5acc9b2f19e39a6ac42914f7b533
3000,0,0,2993.497947,2996.587471222746719403963827860412,0x39ae43c2a40e84ce420aa07f1a844e9ac7fd5844940bdd605061a3cdc7ff5a87-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618675592,0xe40aaaffe101888fff795cc216833d8d595b5cd0
0,4410.498118,4420.062209,0,4415.956341532470076319003643193947,0x39dc1b6df119791a7cad9300d6c32b435dfd87eefcf5b31a96bb23831e8b0a49-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618630840,0xb43542e6b7c209f7da4b579792f67a1844546ce8
11249.229363,0,0,11223.615958,11237.03002864928273827065979390316,0x39edb538d77b070adeae89bc0911d5973d7b60ed7da50af19227c705f9361d03-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618620876,0x4557034a76af8c2601b70f3e33be14d9bf4bca52
0,1645.115308,1645.054648,0,1645.403325765217275708930171664784,0x3b0d5eaef4ab025c192bfa8432f4cbd8aceeb6ee1ab756496048b81b2f2646a7-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618686292,0xae461ca67b15dc8dc81ce7615e0320da1a9ab8d5
0,49480.981411,49805.269711,0,49633.63458488242574782827194925608,0x3b7fa668ad6e0b50f97e0fb43d82d5a10371f1c6cc3072f646b0e36c9c84d268-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618649910,0x96bd9a48a21b868362d5189570be390d4c1acc25
0,7969.927183,8000,0,7982.59554566766495496919686053585,0x3ba70d2d75632cb3570cf0a4e0f4f582ab11a1c974b93bf8447075dc2e2296d3-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618676034,0x7d34f36bdd18e67783df5d4df9092c83614f9033
0,1285.269808,1289.316765,0,1287.563438104584800487627720631955,0x3cd300a0af495af9353e3f2fa9267afe9bdde4d6983bda2433c7649677fcef23-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618653397,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
0,998.876146,1000,0,999.096433256506085521002684744374,0x3cde00ae28d570af2d5807c377214f4c29b7aa04c2250e0bb6dbde12b671235e-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618632744,0x20e0e86d92cc1a6ab6aa3c1b7b28760477a8d29b
25693.902863,0,0,25680.009908,25699.47197699316640348047349312849,0x3d0ec007fd8ca3558d133eca0c13b3d4e4961e292baceefb5eced6e461edbd9d-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0xdb38ae75c5f44276803345f7f02e95a0aeef5944,1618652096,0xdb38ae75c5f44276803345f7f02e95a0aeef5944
3978.553625,0,0,3959.971387,3970.242480742700914772770383343388,0x3d332342ae8eec1a0492266daab50b01d6733068db48c658d82846a1b271acea-2,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618696084,0xf06371cfecd87065ec3aaf792252fe02305f0cb2
0,246.069076,247.612733,0,246.9365288293709213042759284462898,0x3d47cb14368f47aa6a1cdd8b24662ec494f897aa36caea572b1f773f0a8af7f1-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618669457,0x974d19f69485537a851e7fa2b33cfaf9d3c0a232
429.027571,0,0,428.66575,428.9066944405604387950000802283175,0x3d717d4d317f3f5cc5396217406cc0c48074a4ea5b64c3522e821bfadef16753-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618683177,0xea02e0f8f470de1107cb336f827c4192117574bb
0,10001.244689,10000,0,10000.71855935877486188505110250148,0x3d841b986694a8c643e645f3fd36154f568c11ae43e03604c513ab9a25207ae2-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618686396,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
1256.64509,0,0,1255.929769,1255.6708002688445378275996399827,0x3db23c66561ae1fbee00c6b668264b3bacb8b7284eb5868db56edb00b4194c1f-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618665044,0xd3d8c734f06229e36febd07505d8f57b7b78af7c
0,86530.941488,87018.89144,0,86772.0720638153569244681384741081,0x3df1aad26e5b9c8d749b5e77ed46f4475692933d61902a938f8b1c0aa5abec6f-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618619661,0x525a39ffdf2a0c085c64b6774bd1a231fb0614d2
0,2494.897891,2500,0,2495.960670936173250350331078287674,0x3e0ab9c75d588693298ce4d4988380d70fb1519c676a5ba6c8ba235cae007eaa-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618624109,0xeeb336447b64521f5ed9d9e726a47dc3cbfffef3
0,498.969299,500,0,499.5395864425045337594841426295355,0x3e40136f2ed61c41a9a6d52502500f436dc343aa26c6575516818ade380ca115-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618696864,0x55bea64f1def13200b5a5af021f0a00d2615a4c8
0,1526.582066,1529.48662,0,1528.240958562345651723794180315813,0x3e5a48bdda3f47b03942f3caf03f863bcc05ef1c172cc5ccd0836e19667cb7a4-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618622990,0x4c508567eaea699f61483c933184d351e7ecb862
0,8595.81261,8608.533314,0,8599.95194035089507967627084027468,0x3e8b9cae7918991ddcf86801b5979e3a2861aa89c1081f9d37f965581fc11134-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618678165,0x004375dff511095cc5a197a54140a24efef3a416
300,0,0,298.60095,299.398001851420437092921380728137,0x3f455e9560752299577cdb456569afb6f0e159ba64115d4c98b614215a5dbe20-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618696083,0x6768f0f8a212f5b5b8081131323772ea7ea2a331
25068.859955,0,0,25017.16378,25035.69930784566278044679903000552,0x3fba013432299ac9bd71fdc4e2e7834ad075fa9a37c2dd5370ab62efc61512c5-2,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618667760,0xbf1674317963d99597e9a9fe8d883fe9b62201b4
950,0,0,951.241241,950.824140744137909744975094273795,0x40a6dbd6c8056c9411971607202fbeb1a9abf081f021a4a40d2d946e9a93274a-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618657600,0xe18bb5af1c31177898fe8ebb42e7c1a8f5d092d7
0,20126.192347,20129.543227,0,20136.51344417298076575064287092323,0x41ecc75a2ec36b181491bb11fbede2520180d8bd62e8bf9781e8991389dc4cc0-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618687151,0x85673c92f0f27a9c4d8c221f6bfefa33b716338a
0,1998.889146,2000,0,1999.561195785051547953513039311537,0x4276e44aa67acbd49241e7c4ce3bb8fb950105ef651e524e1fd35d8acdaa667d-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618642463,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
0,1712.279433,1719.06155,0,1716.26904209713827454098731319842,0x430878089a2c23df2083d00f6d766905b6e184bd8357703ffcab6d2427b00a94-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618637658,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc
0,2470.850594,2481.39649,0,2474.183731802187494796693003036713,0x43279a72b7254e71d7453724a20ff618506bda01afe134b38d8871b1d23cc934-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618663901,0x8df6084e3b84a65ab9dd2325b5422e5debd8944a
500,0,0,498.91678,499.6227768512696366484856528627806,0x4329870ae1dfbe8b5e22997ccb7125816c4c0aa9d5dfd08400db49e913a47366-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618646370,0xf97b8e8d0640280b7eea81096fa54574f52b6063
0,53.801615,54.093814,0,53.94971826407793239594197270964915,0x446585ff34bb95028247e8c8af47fdd89b55bd3fb033685cbd325e6dd5fd3a9a-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618665537,0x881d5c98866a08f90a6f60e3f94f0e461093d049
4483.040512,0,0,4473.468834,4479.058152643357420599960894161329,0x44812acbcd7af0d9580b3f340a690bcea5f913626f3fc518b3794aefce56de8c-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618640357,0x31ac548e59565fdd78604a47e1571ef68c80e9f5
0,25924.923956,25906.798409,0,25911.315272247282729598116278064,0x44fbe8fae6fc492d12073c35a45f9dfdd0abea7e97bbaa698ebc6cb55290a524-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618690600,0x7f9d2b26b90bf421a35a5b7150365598fce153aa
2128.202124,0,0,2123.223934,2125.067474818148533884636011734121,0x454e5fcbe1a1e6bb63caa05316e9c70b68a6d0e8fc773de3029c55aee4bc37bc-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x11111112542d85b3ef69ae05771c2dccff4faa26,1618684887,0x74de5d4fcbf63e00296fd95d33236b9794016631
0,164.423551,164.853869,0,164.5908365271194465812659427213664,0x458d29f5e479e1d290dfa0fa0a5e935e8775b4227ca3028c4e109edd728efd0e-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618628650,0x50375ba2d041f0bc3fceb7a353ee1e170b6a8045
1184.021125,0,0,1183.808167,1183.923765696678349059057473481731,0x459671f80e40f206bf0775372811a9c2d71fe551871c3fcb7422a424744cac3c-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618658059,0xcf99824310f3f99ce3d8c49d4070f40f62ac80b6
0,5383.170422,5412.133349,0,5394.00372706418657410401978511605,0x45ecdddd995a329791db950ee70bad6f871999b9bc5fe2eab47075df4f660742-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618664401,0xef16b997ab3023d86549442bbd92c0de61878a05
0,20099.584557,20187.125567,0,20131.13007244064691662614461494367,0x46fd86adb607c382f5187f754c0dde699b69fc0b6a4a43043b7e82febfee0e47-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618647439,0x795f1cdecd02ee58a7c3c6a025f9aab0681fc800
1537.057075,0,0,1528.798472,1532.799229440902459239798641040808,0x4776a58cabce594cd4d0d429e2c25fccfae898e1c012022bf4312e868eba5da0-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618633619,0xc0951e2f319d4c4a2784d3a23a8cc61b9610bcb8
0,9902.590312,9912.5,0,9913.94593195273953998181012574312,0x48260109863ed90e6d3d58de8800eada8adc59202013def4c4765bec4a2811b9-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0xdef1c0ded9bec7f1a1670819833240f027b25eff,1618642746,0xb43542e6b7c209f7da4b579792f67a1844546ce8
2000,0,0,1989.917975,1994.438103732815373191907634591551,0x486b123c1d1992a5c70034560cae4a095601d5ede6f96b3cea18be19c8505129-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618691950,0x3ddcd68862a6bfa94130706a975f4baba061e547
0,2234.622678,2246.222587,0,2240.722924775431480747606320151666,0x48ff322fec4e02a36d938abb37a6415ca3d3fdeb876ad182af5c95e6f8bf171c-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618673772,0x90022d8bf3b5bde7e24894119e778c65f52d3f33
0,190.731474,191,0,190.8787758812122972896331837972139,0x492b8da012ec48b7c757cc6a8cfcb91b361b5807640b4b6c874e2f17a084e6db-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618625281,0xab4d3f2b83c8bf7bff6f2b6b28eb1a685186431c
0,1257.877252,1261.935728,0,1260.167635142907620259027439982613,0x49c46d274ed813e462e25e85a0c68df98c2d0b7d5f6c25f35ed4552fc7a82ea8-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618653397,0xda89c70f2c946abdf2e195266a3a8579c694c421
0,79558.464927,80000,0,79785.6541394781073280023589060013,0x49d90f3cccb838f8677ead75003b6be72f3edb1bae5a21b72a78a260f8f22534-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618682169,0x254f580337a1dea1e98ad1498c87b9e8a634b701
0,5285.207101,5281.481132,0,5285.21043977639596209965424458733,0x4a126cf674d89dadd5f86d0bee6cd1edfa14faa11c805d1203c9452d7aa864c0-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618636286,0x6591c4bcd6d7a1eb4e537da8b78676c1576ba244
2465.390782,0,0,2451.737533,2458.075839907427251090435215994228,0x4a21d70bf163ab8d53825662a74aba73747b8bdfeb2d0eb924beb985d3b2b80c-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618630575,0x1de5b4286189a63748fa3948cd227f93274858c1
2457.11949,0,0,2452.625545,2455.800006749532125624251582533788,0x4a2b36252acac9d369efd840a436c02322f9a64324fbe11ac4b7709bb1714418-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618669097,0xd683b78e988ba4bdb9fa0e2012c4c36b7cc96aad
0,1232.51059,1233.944762,0,1233.292503964330655908709913906194,0x4aac02866b3e94732a21d53fa0ee5f68209cbb47371c5317ff8b746258641168-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618634229,0x5d178a193171a1cb656e99cf93f7d55b6d20b715
5942.634927,0,0,5913.614709,5928.27148748137307141361588437399,0x4b3dd49d3602bdf2cc87519b5684e31282bf8a1f764828e189823b806b76597d-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618633350,0x8044a80a381465f27f62565d0c274ad20caaa57b
0,26105.784923,25926.934129,0,26019.57955883774250191352916326944,0x4b8cd447bcc6d85c2b9ab9bfa58e62c2e8dbb81b504aa6d3df5114d69efe225f-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x9799b475dec92bd99bbdd943013325c36157f383,1618641926,0xc6093fd9cc143f9f058938868b2df2daf9a91d28
0,5005.094591,5000,0,5002.841229749365026073757146464975,0x4b9252b043f806cca31c157b11ed3e5378e07fdbaa7da4a72b02e90d49076a0f-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618635881,0xfaf477185220f1fbf987a43374ca640d670f2c90
13461.796104,0,0,13426.461606,13447.03331763434343320128675792092,0x4c603c59b1b1ee2d963f8b6d2325870958a87926801737a9be919c19f2ff8641-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618620667,0xf06371cfecd87065ec3aaf792252fe02305f0cb2
903.983354,0,0,899.152783,902.010693042617797764248408588839,0x4d58a9c8f7a070da6b1597e590b787ff4d530365ffdabc7c81fe667c69cc92d2-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x11111112542d85b3ef69ae05771c2dccff4faa26,1618629587,0x31ac548e59565fdd78604a47e1571ef68c80e9f5
0,5145.624034,5167.198408,0,5153.177740485260922202557510853275,0x4d79cc32a68b92a01e9e5eb1e6a1fdd3cfab42b0f9b329956db975161bb34d63-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618700319,0x93d84acf040c04190e20c6408a9dc72426b5565c
0,7160.027042,7174.92506,0,7163.446329851940124510499862376085,0x4e957ce42990a7bb9c087c19f92aa0a92527a39b8a11115ac1e05f9071316e0a-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618678505,0x74253051d264827a38370b034867619d9c1a73c6
0,998.52357,1000.307664,0,998.754061742289207526266955889515,0x4edf54507337cfde189efc95dedd2546d896d488915cf4df628d1fd3e50c2681-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618624171,0x720f91ee249b84fb66a82d40736dcdaadc87bb36
81.86,0,0,81.727982,81.8041465592939592973154741870532,0x4f54a5a59fc96c9b897adc21d1b374aa80ee8e129852228915efa411724ea494-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0xdef1c0ded9bec7f1a1670819833240f027b25eff,1618638492,0x069e608b4e560c1db571007fdef58e139a618d2f
2262.860876,0,0,2264.833436,2264.30684720014646250471548843196,0x4fa17740da3df74e29af61fc58757fa4ad31f451f1df758fd21456adfc298529-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618657708,0x6887da62cc4fe0b9dea43caaaac616a224bcb072
15047.599711,0,0,15000,15026.41627796665999895166098952958,0x4fbf9bc33ebe7787485d629492366e14716e8cdbb9aea38fb2214d2f763891da-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618660483,0xd67b441a0441e38805c5047c500f919eb5b04961
3337.463274,0,0,3323.960479,3330.357066262779568359159607567738,0x5038408d661ccbdf066b1ec877cf3349f6cf21e2f2c7d38e18df25ab6886a40c-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618623969,0x61d03184c93c7716c339d5b80e57f1382811828b
0,2500,2514.05536,0,2505.390980742736837465526400866261,0x511e10bcdcf7afdd4665023f4070f00abb2608d418ce7632ba5557fb8158e63b-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618664575,0x2d19ca3ca720a80d8d5ff4b28c674d8d76dd24e1
1200,0,0,1196.180192,1197.916390133995460410346162625401,0x51d585d78997d910d1756a7fa300ea7ec1af7b4d31e20b0c3d8d1676e457218e-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618621942,0xdc43e671428b4e7b7848ea92cd8691ac1b80903c
555,0,0,552.491007,553.72724623277682345067211212286,0x5267e72350608571170861c00810024a2c761ccfacdfa836fdc49f8fa0890595-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618645371,0x48dbb9b7b562acf3c38e53deaff4686e24c3d85d
0,997.38369,1000,0,998.659994326757542150281790502117,0x52c27c86498472b391c35682288d27fe3e1bb3cfaf5c760302cdc604d26d2464-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618677585,0xbbc95e1eb6ee476e9cbb8112435e14b372563038
11708.49094,0,0,11691.255691,11704.34683292736055163488773581143,0x5343e8645cb2817054ffa6b49863f54278729079fbeb897875e95404c05f095d-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618637746,0x82eeb4c424c6954b70d8152d8e535197ea57abd8
1008.648993,0,0,1005.682947,1006.667071919360574239864013700695,0x53554cbc9d7c905fd93545482d0e8c1645491c3795118e68d987563f150f8077-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618667992,0x2fac5e8e4cfadd10a17baac5aaad16db619814ce
0,6935.650499,6938.75,0,6936.4542424853977538534267883262,0x53bbcbddddaefc72af805d5c6253b0743ec5dcbd0985551c457ea4bd040ac493-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0xdef1c0ded9bec7f1a1670819833240f027b25eff,1618693530,0xb43542e6b7c209f7da4b579792f67a1844546ce8
1146.935569,0,0,1140.901317,1143.989106405003162669705115620354,0x53bd2a923842b91a06290dd42a40ce9dbc3363490518615af8b6f160aa6d2c2c-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x11111112542d85b3ef69ae05771c2dccff4faa26,1618642661,0x7b200c3e7fb825b17c3d7da1e7d29379036cfbed
0,756.197547,759.125174,0,758.4412043945144573928967101821825,0x5430e27aa73aceed34a51cdf74859c1b492fcc7127f1b1315870a1d9588c578a-1,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0xb3c9669a5706477a2b237d98edb9b57678926f04,1618675789,0xb3c9669a5706477a2b237d98edb9b57678926f04
13321.617535,0,0,13270.002618,13296.04739178434346031915082446645,0x544a4049631c28904654d87e50cff69bdd3947185ea5b2f56a68534976cbf67d-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618643065,0x72721d3f3554519b6ac6aa676b3905964caccd86
0,2001.10929,2010,0,2006.236973574662785070622282727566,0x54cf058475e62dc16603fbfd1830ea1be3d71ec2c881d6bc8a2eaa69c54e4786-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618668960,0x889c97ad4157b802b1e34b0120b49a6edf6c6f0a
1303.810822,0,0,1296.74248,1300.950634912979106102857011781002,0x54ef3063f0ce9724e714c0dfbb818a4ebcaf0dfc8359b2c64e0c4a9b9f5e56f1-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618687608,0x56fdb1a3e9ad1630061ac7ee60dd75ba78307036
0,4195.660814,4211.32823,0,4205.224261600946480422221069838758,0x55708b23804e6ba5328aaf7b5c4fc7983480b1e90e27df61de4610cd649020f2-0,"{'token0': {'symbol': 'USDC'}, 'token1': {'symbol': 'USDT'}}",0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1618646367,0xedf1fa564a91a5664f172470c47450af17724757
